state,sdg,value,year,Murders per 1 lakh population
Odisha,SDG 13,88.66,2022,88.66
Odisha,SDG 14,44.98,2015,44.98
Odisha,SDG 14,19.46,2016,19.46
Odisha,SDG 14,36.78,2017,36.78
Odisha,SDG 14,41.41,2018,41.41
Odisha,SDG 14,82.75,2019,82.75
Odisha,SDG 14,73.36,2020,73.36
Odisha,SDG 14,76.93,2021,76.93
Odisha,SDG 14,1.1,2022,1.1
Odisha,SDG 15,41.62,2015,41.62
Odisha,SDG 15,48.13,2016,48.13
Odisha,SDG 15,1.92,2017,1.92
Odisha,SDG 15,25.98,2018,25.98
Odisha,SDG 15,76.03,2019,76.03
Odisha,SDG 15,13.71,2020,13.71
Odisha,SDG 15,53.53,2021,53.53
Odisha,SDG 15,21.52,2022,21.52
Odisha,SDG 16,1.21,2015,1.21
Odisha,SDG 16,24.12,2016,24.12
Odisha,SDG 16,97.59,2017,97.59
Odisha,SDG 16,80.15,2018,80.15
Odisha,SDG 16,95.96,2019,95.96
Odisha,SDG 16,48.79,2020,48.79
Odisha,SDG 16,10.97,2021,10.97
Odisha,SDG 16,54.8,2022,54.8
Odisha,SDG 17,45.44,2015,45.44
Odisha,SDG 17,84.44,2016,84.44
Odisha,SDG 17,9.81,2017,9.81
Odisha,SDG 17,48.82,2018,48.82
Odisha,SDG 17,15,2019,15
Odisha,SDG 17,32.47,2020,32.47
Odisha,SDG 17,73.74,2021,73.74
Odisha,SDG 17,47.6,2022,47.6
Bihār,SDG 1,37.59,2015,37.59
Bihār,SDG 1,39.45,2016,39.45
Bihār,SDG 1,45.94,2017,45.94
Bihār,SDG 1,78.5,2018,78.5
Bihār,SDG 1,89.21,2019,89.21
Bihār,SDG 1,95.53,2020,95.53
Bihār,SDG 1,78.69,2021,78.69
Bihār,SDG 1,31.54,2022,31.54
Bihār,SDG 2,68.81,2015,68.81
Bihār,SDG 2,43.76,2016,43.76
Bihār,SDG 2,25.47,2017,25.47
Bihār,SDG 2,84.09,2018,84.09
Bihār,SDG 2,3.84,2019,3.84
Bihār,SDG 2,90.18,2020,90.18
Bihār,SDG 2,46.15,2021,46.15
Bihār,SDG 2,63.72,2022,63.72
Bihār,SDG 3,65.94,2015,65.94
Bihār,SDG 3,89.51,2016,89.51
Bihār,SDG 3,63.67,2017,63.67
Bihār,SDG 3,61.39,2018,61.39
Bihār,SDG 3,6.67,2019,6.67
Bihār,SDG 3,51.84,2020,51.84
Bihār,SDG 3,15.02,2021,15.02
Bihār,SDG 3,73.74,2022,73.74
Bihār,SDG 4,51.22,2015,51.22
Bihār,SDG 4,68.02,2016,68.02
Bihār,SDG 4,4.17,2017,4.17
Bihār,SDG 4,8.48,2018,8.48
Bihār,SDG 4,71.63,2019,71.63
Bihār,SDG 4,7.21,2020,7.21
Bihār,SDG 4,7.13,2021,7.13
Bihār,SDG 4,1.21,2022,1.21
Bihār,SDG 5,95.65,2015,95.65
Bihār,SDG 5,73.75,2016,73.75
Bihār,SDG 5,35.33,2017,35.33
Bihār,SDG 5,29.65,2018,29.65
Bihār,SDG 5,34.97,2019,34.97
Bihār,SDG 5,77.47,2020,77.47
Bihār,SDG 5,66.14,2021,66.14
Bihār,SDG 5,18.52,2022,18.52
Bihār,SDG 6,17.41,2015,17.41
Bihār,SDG 6,9.84,2016,9.84
Bihār,SDG 6,66.03,2017,66.03
Bihār,SDG 6,76.44,2018,76.44
Bihār,SDG 6,26.5,2019,26.5
Bihār,SDG 6,2.09,2020,2.09
Bihār,SDG 6,8.22,2021,8.22
Bihār,SDG 6,96.79,2022,96.79
Bihār,SDG 7,29.54,2015,29.54
Bihār,SDG 7,76.92,2016,76.92
Bihār,SDG 7,62.47,2017,62.47
Bihār,SDG 7,38.19,2018,38.19
Bihār,SDG 7,20.57,2019,20.57
Bihār,SDG 7,12.14,2020,12.14
Bihār,SDG 7,61.5,2021,61.5
Bihār,SDG 7,77.46,2022,77.46
Bihār,SDG 8,64.39,2015,64.39
Bihār,SDG 8,53.03,2016,53.03
Bihār,SDG 8,4.2,2017,4.2
Bihār,SDG 8,96.85,2018,96.85
Bihār,SDG 8,79.87,2019,79.87
Bihār,SDG 8,29.28,2020,29.28
Bihār,SDG 8,98,2021,98
Bihār,SDG 8,60.19,2022,60.19
Bihār,SDG 9,58.24,2015,58.24
Bihār,SDG 9,74.81,2016,74.81
Bihār,SDG 9,81.18,2017,81.18
Bihār,SDG 9,65.65,2018,65.65
Bihār,SDG 9,12.81,2019,12.81
Bihār,SDG 9,33.83,2020,33.83
Bihār,SDG 9,92.81,2021,92.81
Bihār,SDG 9,22.46,2022,22.46
Bihār,SDG 10,37.22,2015,37.22
Bihār,SDG 10,43.21,2016,43.21
Bihār,SDG 10,43.94,2017,43.94
Bihār,SDG 10,61.29,2018,61.29
Bihār,SDG 10,94.31,2019,94.31
Bihār,SDG 10,24.07,2020,24.07
Bihār,SDG 10,12.15,2021,12.15
Bihār,SDG 10,19.75,2022,19.75
Bihār,SDG 11,88.69,2015,88.69
Bihār,SDG 11,64.58,2016,64.58
Bihār,SDG 11,28.59,2017,28.59
Bihār,SDG 11,81.59,2018,81.59
Bihār,SDG 11,86.14,2019,86.14
Bihār,SDG 11,84.65,2020,84.65
Bihār,SDG 11,91.89,2021,91.89
Bihār,SDG 11,25.22,2022,25.22
Bihār,SDG 12,75.5,2015,75.5
Bihār,SDG 12,46.05,2016,46.05
Bihār,SDG 12,84.2,2017,84.2
Bihār,SDG 12,72.85,2018,72.85
Bihār,SDG 12,77.64,2019,77.64
Bihār,SDG 12,65.62,2020,65.62
Bihār,SDG 12,17.74,2021,17.74
Bihār,SDG 12,54.5,2022,54.5
Bihār,SDG 13,98.47,2015,98.47
Bihār,SDG 13,93.74,2016,93.74
Bihār,SDG 13,4.32,2017,4.32
Bihār,SDG 13,16.48,2018,16.48
Bihār,SDG 13,13.17,2019,13.17
Bihār,SDG 13,72.6,2020,72.6
Bihār,SDG 13,81.78,2021,81.78
Bihār,SDG 13,21.35,2022,21.35
Bihār,SDG 14,50.59,2015,50.59
Bihār,SDG 14,84.07,2016,84.07
Bihār,SDG 14,73.28,2017,73.28
Bihār,SDG 14,54.22,2018,54.22
Bihār,SDG 14,59.03,2019,59.03
Bihār,SDG 14,50.84,2020,50.84
Bihār,SDG 14,29.75,2021,29.75
Bihār,SDG 14,56.5,2022,56.5
Bihār,SDG 15,68.89,2015,68.89
Bihār,SDG 15,87.33,2016,87.33
Bihār,SDG 15,63.63,2017,63.63
Bihār,SDG 15,76.11,2018,76.11
Bihār,SDG 15,16.01,2019,16.01
Bihār,SDG 15,46.16,2020,46.16
Bihār,SDG 15,0.93,2021,0.93
Bihār,SDG 15,24.67,2022,24.67
Bihār,SDG 16,72.65,2015,72.65
Bihār,SDG 16,99.18,2016,99.18
Bihār,SDG 16,9.92,2017,9.92
Bihār,SDG 16,40.15,2018,40.15
Bihār,SDG 16,80.01,2019,80.01
Bihār,SDG 16,20.4,2020,20.4
Bihār,SDG 16,55.51,2021,55.51
Bihār,SDG 16,73.31,2022,73.31
Bihār,SDG 17,61.6,2015,61.6
Bihār,SDG 17,18.8,2016,18.8
Bihār,SDG 17,35.54,2017,35.54
Bihār,SDG 17,78.38,2018,78.38
Bihār,SDG 17,55.42,2019,55.42
Bihār,SDG 17,0.52,2020,0.52
Bihār,SDG 17,76.1,2021,76.1
Bihār,SDG 17,3.53,2022,3.53
Ladākh,SDG 1,74.57,2015,74.57
Ladākh,SDG 1,20.25,2016,20.25
Ladākh,SDG 1,95.81,2017,95.81
Ladākh,SDG 1,36.79,2018,36.79
Ladākh,SDG 1,32.69,2019,32.69
Ladākh,SDG 1,14.89,2020,14.89
Ladākh,SDG 1,30.56,2021,30.56
Ladākh,SDG 1,87.67,2022,87.67
Ladākh,SDG 2,99.63,2015,99.63
Ladākh,SDG 2,36.83,2016,36.83
Ladākh,SDG 2,44.86,2017,44.86
Ladākh,SDG 2,72.21,2018,72.21
Ladākh,SDG 2,88.62,2019,88.62
Ladākh,SDG 2,59.3,2020,59.3
Ladākh,SDG 2,39.15,2021,39.15
Ladākh,SDG 2,41.26,2022,41.26
Ladākh,SDG 3,69.56,2015,69.56
Ladākh,SDG 3,0.32,2016,0.32
Ladākh,SDG 3,61.96,2017,61.96
Ladākh,SDG 3,35.55,2018,35.55
Ladākh,SDG 3,79.42,2019,79.42
Ladākh,SDG 3,9.3,2020,9.3
Ladākh,SDG 3,58.82,2021,58.82
Ladākh,SDG 3,48.1,2022,48.1
Ladākh,SDG 4,64.23,2015,64.23
Ladākh,SDG 4,6.49,2016,6.49
Ladākh,SDG 4,58,2017,58
Ladākh,SDG 4,56.15,2018,56.15
Ladākh,SDG 4,56.07,2019,56.07
Ladākh,SDG 4,60.35,2020,60.35
Ladākh,SDG 4,67.65,2021,67.65
Ladākh,SDG 4,80.5,2022,80.5
Ladākh,SDG 5,26.98,2015,26.98
Ladākh,SDG 5,82.5,2016,82.5
Ladākh,SDG 5,49.83,2017,49.83
Ladākh,SDG 5,7.71,2018,7.71
Ladākh,SDG 5,5.86,2019,5.86
Ladākh,SDG 5,33.42,2020,33.42
Ladākh,SDG 5,78.49,2021,78.49
Ladākh,SDG 5,70.77,2022,70.77
Ladākh,SDG 6,78.86,2015,78.86
Ladākh,SDG 6,51.73,2016,51.73
Ladākh,SDG 6,44.02,2017,44.02
Ladākh,SDG 6,14.75,2018,14.75
Ladākh,SDG 6,32.82,2019,32.82
Ladākh,SDG 6,43.4,2020,43.4
Ladākh,SDG 6,8.86,2021,8.86
Ladākh,SDG 6,22.06,2022,22.06
Ladākh,SDG 7,59.82,2015,59.82
Ladākh,SDG 7,73.57,2016,73.57
Ladākh,SDG 7,99.83,2017,99.83
Ladākh,SDG 7,93.31,2018,93.31
Ladākh,SDG 7,64.26,2019,64.26
Ladākh,SDG 7,42.12,2020,42.12
Ladākh,SDG 7,63.62,2021,63.62
Ladākh,SDG 7,78.57,2022,78.57
Ladākh,SDG 8,11.83,2015,11.83
Ladākh,SDG 8,40.99,2016,40.99
Ladākh,SDG 8,83.98,2017,83.98
Ladākh,SDG 8,38.38,2018,38.38
Ladākh,SDG 8,57.19,2019,57.19
Ladākh,SDG 8,58.78,2020,58.78
Ladākh,SDG 8,18.45,2021,18.45
Ladākh,SDG 8,36.22,2022,36.22
Ladākh,SDG 9,33.45,2015,33.45
Ladākh,SDG 9,2.62,2016,2.62
Ladākh,SDG 9,2.42,2017,2.42
Ladākh,SDG 9,83.17,2018,83.17
Ladākh,SDG 9,27.31,2019,27.31
Ladākh,SDG 9,51.81,2020,51.81
Ladākh,SDG 9,29.87,2021,29.87
Ladākh,SDG 9,94.07,2022,94.07
Ladākh,SDG 10,25.93,2015,25.93
Ladākh,SDG 10,42.97,2016,42.97
Ladākh,SDG 10,87.27,2017,87.27
Ladākh,SDG 10,84.19,2018,84.19
Ladākh,SDG 10,18.61,2019,18.61
Ladākh,SDG 10,80.26,2020,80.26
Ladākh,SDG 10,45.82,2021,45.82
Ladākh,SDG 10,48.3,2022,48.3
Ladākh,SDG 11,13.35,2015,13.35
Ladākh,SDG 11,8.06,2016,8.06
Ladākh,SDG 11,72.79,2017,72.79
Ladākh,SDG 11,49.65,2018,49.65
Ladākh,SDG 11,43.69,2019,43.69
Ladākh,SDG 11,72.95,2020,72.95
Ladākh,SDG 11,76.55,2021,76.55
Ladākh,SDG 11,15.89,2022,15.89
Ladākh,SDG 12,61.02,2015,61.02
Ladākh,SDG 12,13.54,2016,13.54
Ladākh,SDG 12,75.14,2017,75.14
Ladākh,SDG 12,65.7,2018,65.7
Ladākh,SDG 12,95.66,2019,95.66
Ladākh,SDG 12,6.9,2020,6.9
Ladākh,SDG 12,5.71,2021,5.71
Ladākh,SDG 12,28.22,2022,28.22
Ladākh,SDG 13,26.17,2015,26.17
Ladākh,SDG 13,24.7,2016,24.7
Ladākh,SDG 13,90.63,2017,90.63
Ladākh,SDG 13,24.95,2018,24.95
Ladākh,SDG 13,27.19,2019,27.19
Ladākh,SDG 13,75.94,2020,75.94
Ladākh,SDG 13,44.97,2021,44.97
Ladākh,SDG 13,77.67,2022,77.67
Ladākh,SDG 14,6.54,2015,6.54
Ladākh,SDG 14,48.76,2016,48.76
Ladākh,SDG 14,3.36,2017,3.36
Ladākh,SDG 14,6.27,2018,6.27
Ladākh,SDG 14,90.64,2019,90.64
Ladākh,SDG 14,13.92,2020,13.92
Ladākh,SDG 14,53.24,2021,53.24
Ladākh,SDG 14,41.11,2022,41.11
Ladākh,SDG 15,34.73,2015,34.73
Ladākh,SDG 15,89.98,2016,89.98
Ladākh,SDG 15,2.18,2017,2.18
Ladākh,SDG 15,66.38,2018,66.38
Ladākh,SDG 15,96.34,2019,96.34
Ladākh,SDG 15,56.02,2020,56.02
Ladākh,SDG 15,93.68,2021,93.68
Ladākh,SDG 15,5.23,2022,5.23
Ladākh,SDG 16,41.88,2015,41.88
Ladākh,SDG 16,26.02,2016,26.02
Ladākh,SDG 16,73.08,2017,73.08
Ladākh,SDG 16,98.13,2018,98.13
Ladākh,SDG 16,25.65,2019,25.65
Ladākh,SDG 16,65.42,2020,65.42
Ladākh,SDG 16,19.81,2021,19.81
Ladākh,SDG 16,56.53,2022,56.53
Ladākh,SDG 17,46.39,2015,46.39
Ladākh,SDG 17,97.2,2016,97.2
Ladākh,SDG 17,60.85,2017,60.85
Ladākh,SDG 17,34.95,2018,34.95
Ladākh,SDG 17,11.41,2019,11.41
Ladākh,SDG 17,15.12,2020,15.12
Ladākh,SDG 17,22.53,2021,22.53
Ladākh,SDG 17,25.1,2022,25.1
Rājasthān,SDG 1,85.06,2015,85.06
Rājasthān,SDG 1,56.12,2016,56.12
Rājasthān,SDG 1,52.34,2017,52.34
Rājasthān,SDG 1,11.48,2018,11.48
Rājasthān,SDG 1,86.01,2019,86.01
Rājasthān,SDG 1,72.28,2020,72.28
Rājasthān,SDG 1,6.77,2021,6.77
Rājasthān,SDG 1,70.78,2022,70.78
Rājasthān,SDG 2,54.35,2015,54.35
Rājasthān,SDG 2,8.17,2016,8.17
Rājasthān,SDG 2,45.83,2017,45.83
Rājasthān,SDG 2,48.47,2018,48.47
Rājasthān,SDG 2,16.58,2019,16.58
Rājasthān,SDG 2,94.57,2020,94.57
Rājasthān,SDG 2,85,2021,85
Rājasthān,SDG 2,66.9,2022,66.9
Rājasthān,SDG 3,46.23,2015,46.23
Rājasthān,SDG 3,41.18,2016,41.18
Rājasthān,SDG 3,65.1,2017,65.1
Rājasthān,SDG 3,54.54,2018,54.54
Rājasthān,SDG 3,6.23,2019,6.23
Rājasthān,SDG 3,51.25,2020,51.25
Rājasthān,SDG 3,80.64,2021,80.64
Rājasthān,SDG 3,45.92,2022,45.92
Rājasthān,SDG 4,5.2,2015,5.2
Rājasthān,SDG 4,78.63,2016,78.63
Rājasthān,SDG 4,20.14,2017,20.14
Rājasthān,SDG 4,25.86,2018,25.86
Rājasthān,SDG 4,16.47,2019,16.47
Rājasthān,SDG 4,33.02,2020,33.02
Rājasthān,SDG 4,75.68,2021,75.68
Rājasthān,SDG 4,51.94,2022,51.94
Rājasthān,SDG 5,20.49,2015,20.49
Rājasthān,SDG 5,87.78,2016,87.78
Rājasthān,SDG 5,87.96,2017,87.96
Rājasthān,SDG 5,87.06,2018,87.06
Rājasthān,SDG 5,23.88,2019,23.88
Rājasthān,SDG 5,45.12,2020,45.12
Rājasthān,SDG 5,98.5,2021,98.5
Rājasthān,SDG 5,77.2,2022,77.2
Rājasthān,SDG 6,2.72,2015,2.72
Rājasthān,SDG 6,6.52,2016,6.52
Rājasthān,SDG 6,46.39,2017,46.39
Rājasthān,SDG 6,90.92,2018,90.92
Rājasthān,SDG 6,53.87,2019,53.87
Rājasthān,SDG 6,49.78,2020,49.78
Rājasthān,SDG 6,10.55,2021,10.55
Rājasthān,SDG 6,65.68,2022,65.68
Rājasthān,SDG 7,82.21,2015,82.21
Rājasthān,SDG 7,38.04,2016,38.04
Rājasthān,SDG 7,77.56,2017,77.56
Rājasthān,SDG 7,96.45,2018,96.45
Rājasthān,SDG 7,20.38,2019,20.38
Rājasthān,SDG 7,52.33,2020,52.33
Rājasthān,SDG 7,28.71,2021,28.71
Rājasthān,SDG 7,79.29,2022,79.29
Rājasthān,SDG 8,57.76,2015,57.76
Rājasthān,SDG 8,63.46,2016,63.46
Rājasthān,SDG 8,79.79,2017,79.79
Rājasthān,SDG 8,39.6,2018,39.6
Rājasthān,SDG 8,91.51,2019,91.51
Rājasthān,SDG 8,53.3,2020,53.3
Rājasthān,SDG 8,15.8,2021,15.8
Rājasthān,SDG 8,69.59,2022,69.59
Rājasthān,SDG 9,79.33,2015,79.33
Rājasthān,SDG 9,31.68,2016,31.68
Rājasthān,SDG 9,85.72,2017,85.72
Rājasthān,SDG 9,90.61,2018,90.61
Rājasthān,SDG 9,27.69,2019,27.69
Rājasthān,SDG 9,98.35,2020,98.35
Rājasthān,SDG 9,14.07,2021,14.07
Rājasthān,SDG 9,20.2,2022,20.2
Rājasthān,SDG 10,18.42,2015,18.42
Rājasthān,SDG 10,89.4,2016,89.4
Rājasthān,SDG 10,65.43,2017,65.43
Rājasthān,SDG 10,15.21,2018,15.21
Rājasthān,SDG 10,44.03,2019,44.03
Rājasthān,SDG 10,61.53,2020,61.53
Rājasthān,SDG 10,8.35,2021,8.35
Rājasthān,SDG 10,88.24,2022,88.24
Rājasthān,SDG 11,80.36,2015,80.36
Rājasthān,SDG 11,50.52,2016,50.52
Rājasthān,SDG 11,96.71,2017,96.71
Rājasthān,SDG 11,41.78,2018,41.78
Rājasthān,SDG 11,98.41,2019,98.41
Rājasthān,SDG 11,66.79,2020,66.79
Rājasthān,SDG 11,63.47,2021,63.47
Rājasthān,SDG 11,16.6,2022,16.6
Rājasthān,SDG 12,88.19,2015,88.19
Rājasthān,SDG 12,42.75,2016,42.75
Rājasthān,SDG 12,16.22,2017,16.22
Rājasthān,SDG 12,1.26,2018,1.26
Rājasthān,SDG 12,55.98,2019,55.98
Rājasthān,SDG 12,52.74,2020,52.74
Rājasthān,SDG 12,71.94,2021,71.94
Rājasthān,SDG 12,89.03,2022,89.03
Rājasthān,SDG 13,7.94,2015,7.94
Rājasthān,SDG 13,73.15,2016,73.15
Rājasthān,SDG 13,18.74,2017,18.74
Rājasthān,SDG 13,85.82,2018,85.82
Rājasthān,SDG 13,81.91,2019,81.91
Rājasthān,SDG 13,54.08,2020,54.08
Rājasthān,SDG 13,71.02,2021,71.02
Rājasthān,SDG 13,31.44,2022,31.44
Rājasthān,SDG 14,47.12,2015,47.12
Rājasthān,SDG 14,82.16,2016,82.16
Rājasthān,SDG 14,45.93,2017,45.93
Rājasthān,SDG 14,35.78,2018,35.78
Rājasthān,SDG 14,49.42,2019,49.42
Rājasthān,SDG 14,82.82,2020,82.82
Rājasthān,SDG 14,33.52,2021,33.52
Rājasthān,SDG 14,17.38,2022,17.38
Rājasthān,SDG 15,71.2,2015,71.2
Rājasthān,SDG 15,82.6,2016,82.6
Rājasthān,SDG 15,10.06,2017,10.06
Rājasthān,SDG 15,23.99,2018,23.99
Rājasthān,SDG 15,14.2,2019,14.2
Rājasthān,SDG 15,34.79,2020,34.79
Rājasthān,SDG 15,45.04,2021,45.04
Rājasthān,SDG 15,74.88,2022,74.88
Rājasthān,SDG 16,65.11,2015,65.11
Rājasthān,SDG 16,62.09,2016,62.09
Rājasthān,SDG 16,35.24,2017,35.24
Rājasthān,SDG 16,84.14,2018,84.14
Rājasthān,SDG 16,47.13,2019,47.13
Rājasthān,SDG 16,97.91,2020,97.91
Rājasthān,SDG 16,63.41,2021,63.41
Rājasthān,SDG 16,12.63,2022,12.63
Rājasthān,SDG 17,67.62,2015,67.62
Rājasthān,SDG 17,32.51,2016,32.51
Rājasthān,SDG 17,68.63,2017,68.63
Rājasthān,SDG 17,6.96,2018,6.96
Rājasthān,SDG 17,17.49,2019,17.49
Rājasthān,SDG 17,85.57,2020,85.57
Rājasthān,SDG 17,22.72,2021,22.72
Rājasthān,SDG 17,83.7,2022,83.7
Telangāna,SDG 1,27.93,2015,27.93
Telangāna,SDG 1,64.29,2016,64.29
Telangāna,SDG 1,69.42,2017,69.42
Telangāna,SDG 1,51.27,2018,51.27
Telangāna,SDG 1,30.53,2019,30.53
Telangāna,SDG 1,21.26,2020,21.26
Telangāna,SDG 1,3.32,2021,3.32
Telangāna,SDG 1,30.39,2022,30.39
Telangāna,SDG 2,65.32,2015,65.32
Telangāna,SDG 2,93.83,2016,93.83
Telangāna,SDG 2,87.12,2017,87.12
Telangāna,SDG 2,76.61,2018,76.61
Telangāna,SDG 2,78.84,2019,78.84
Telangāna,SDG 2,66.5,2020,66.5
Telangāna,SDG 2,26.03,2021,26.03
Telangāna,SDG 2,90.72,2022,90.72
Telangāna,SDG 3,67.07,2015,67.07
Telangāna,SDG 3,56.04,2016,56.04
Telangāna,SDG 3,11.1,2017,11.1
Telangāna,SDG 3,44.71,2018,44.71
Telangāna,SDG 3,46.04,2019,46.04
Telangāna,SDG 3,86.46,2020,86.46
Telangāna,SDG 3,54.66,2021,54.66
Telangāna,SDG 3,38.04,2022,38.04
Telangāna,SDG 4,97.68,2015,97.68
Telangāna,SDG 4,11.07,2016,11.07
Telangāna,SDG 4,42.25,2017,42.25
Telangāna,SDG 4,4.2,2018,4.2
Telangāna,SDG 4,73.99,2019,73.99
Telangāna,SDG 4,91.81,2020,91.81
Telangāna,SDG 4,28,2021,28
Telangāna,SDG 4,85.83,2022,85.83
Telangāna,SDG 5,29.22,2015,29.22
Telangāna,SDG 5,91.08,2016,91.08
Telangāna,SDG 5,75.4,2017,75.4
Telangāna,SDG 5,80.49,2018,80.49
Telangāna,SDG 5,1.8,2019,1.8
Telangāna,SDG 5,96.28,2020,96.28
Telangāna,SDG 5,72.67,2021,72.67
Telangāna,SDG 5,30.48,2022,30.48
Telangāna,SDG 6,82.94,2015,82.94
Telangāna,SDG 6,28.15,2016,28.15
Telangāna,SDG 6,87.28,2017,87.28
Telangāna,SDG 6,11.26,2018,11.26
Telangāna,SDG 6,70.37,2019,70.37
Telangāna,SDG 6,54.07,2020,54.07
Telangāna,SDG 6,9.65,2021,9.65
Telangāna,SDG 6,24.19,2022,24.19
Telangāna,SDG 7,1.24,2015,1.24
Telangāna,SDG 7,46.88,2016,46.88
Telangāna,SDG 7,30.13,2017,30.13
Telangāna,SDG 7,59.84,2018,59.84
Telangāna,SDG 7,29.72,2019,29.72
Telangāna,SDG 7,29.99,2020,29.99
Telangāna,SDG 7,74.32,2021,74.32
Telangāna,SDG 7,4.81,2022,4.81
Telangāna,SDG 8,90.29,2015,90.29
Telangāna,SDG 8,85.23,2016,85.23
Telangāna,SDG 8,66.78,2017,66.78
Telangāna,SDG 8,59.32,2018,59.32
Telangāna,SDG 8,89.23,2019,89.23
Telangāna,SDG 8,18.53,2020,18.53
Telangāna,SDG 8,7.9,2021,7.9
Telangāna,SDG 8,23.95,2022,23.95
Telangāna,SDG 9,79.46,2015,79.46
Telangāna,SDG 9,3.47,2016,3.47
Telangāna,SDG 9,58.28,2017,58.28
Telangāna,SDG 9,99.54,2018,99.54
Telangāna,SDG 9,85.57,2019,85.57
Telangāna,SDG 9,52.14,2020,52.14
Telangāna,SDG 9,6.36,2021,6.36
Telangāna,SDG 9,83.14,2022,83.14
Telangāna,SDG 10,59.9,2015,59.9
Telangāna,SDG 10,11.49,2016,11.49
Telangāna,SDG 10,9.39,2017,9.39
Telangāna,SDG 10,90.96,2018,90.96
Telangāna,SDG 10,66.92,2019,66.92
Telangāna,SDG 10,82.93,2020,82.93
Telangāna,SDG 10,87.9,2021,87.9
Telangāna,SDG 10,57.18,2022,57.18
Telangāna,SDG 11,51.74,2015,51.74
Telangāna,SDG 11,43.04,2016,43.04
Telangāna,SDG 11,31.69,2017,31.69
Telangāna,SDG 11,43.46,2018,43.46
Telangāna,SDG 11,77.39,2019,77.39
Telangāna,SDG 11,60.19,2020,60.19
Telangāna,SDG 11,89.25,2021,89.25
Telangāna,SDG 11,44.34,2022,44.34
Telangāna,SDG 12,60.71,2015,60.71
Telangāna,SDG 12,63.13,2016,63.13
Telangāna,SDG 12,59.17,2017,59.17
Telangāna,SDG 12,70.26,2018,70.26
Telangāna,SDG 12,23.74,2019,23.74
Telangāna,SDG 12,51.24,2020,51.24
Telangāna,SDG 12,10.42,2021,10.42
Telangāna,SDG 12,38.45,2022,38.45
Telangāna,SDG 13,48.77,2015,48.77
Telangāna,SDG 13,65.22,2016,65.22
Telangāna,SDG 13,95.05,2017,95.05
Telangāna,SDG 13,60.07,2018,60.07
Telangāna,SDG 13,74.36,2019,74.36
Telangāna,SDG 13,50.63,2020,50.63
Telangāna,SDG 13,63.41,2021,63.41
Telangāna,SDG 13,7.09,2022,7.09
Telangāna,SDG 14,25.44,2015,25.44
Telangāna,SDG 14,36.19,2016,36.19
Telangāna,SDG 14,47.25,2017,47.25
Telangāna,SDG 14,4.56,2018,4.56
Telangāna,SDG 14,14,2019,14
Telangāna,SDG 14,27.68,2020,27.68
Telangāna,SDG 14,97.15,2021,97.15
Telangāna,SDG 14,33.13,2022,33.13
Telangāna,SDG 15,48.2,2015,48.2
Telangāna,SDG 15,19.61,2016,19.61
Telangāna,SDG 15,61.08,2017,61.08
Telangāna,SDG 15,28.07,2018,28.07
Telangāna,SDG 15,20.7,2019,20.7
Telangāna,SDG 15,51.66,2020,51.66
Telangāna,SDG 15,0.55,2021,0.55
Telangāna,SDG 15,0.77,2022,0.77
Telangāna,SDG 16,21.91,2015,21.91
Telangāna,SDG 16,3.67,2016,3.67
Telangāna,SDG 16,10.8,2017,10.8
Telangāna,SDG 16,33.89,2018,33.89
Telangāna,SDG 16,80.26,2019,80.26
Telangāna,SDG 16,57.2,2020,57.2
Telangāna,SDG 16,51.27,2021,51.27
Telangāna,SDG 16,29.35,2022,29.35
Telangāna,SDG 17,93.18,2015,93.18
Telangāna,SDG 17,39.7,2016,39.7
Telangāna,SDG 17,8.71,2017,8.71
Telangāna,SDG 17,61.71,2018,61.71
Telangāna,SDG 17,11.38,2019,11.38
Telangāna,SDG 17,34.52,2020,34.52
Telangāna,SDG 17,50.74,2021,50.74
Telangāna,SDG 17,87.42,2022,87.42
Andhra Pradesh,SDG 1,49.35,2015,49.35
Andhra Pradesh,SDG 1,70.23,2016,70.23
Andhra Pradesh,SDG 1,99.28,2017,99.28
Andhra Pradesh,SDG 1,13.15,2018,13.15
Andhra Pradesh,SDG 1,27.47,2019,27.47
Andhra Pradesh,SDG 1,39.46,2020,39.46
Andhra Pradesh,SDG 1,42.18,2021,42.18
Andhra Pradesh,SDG 1,41.1,2022,41.1
Andhra Pradesh,SDG 2,90.76,2015,90.76
Andhra Pradesh,SDG 2,71.4,2016,71.4
Andhra Pradesh,SDG 2,60.79,2017,60.79
Andhra Pradesh,SDG 2,30.94,2018,30.94
Andhra Pradesh,SDG 2,82.38,2019,82.38
Andhra Pradesh,SDG 2,95.51,2020,95.51
Andhra Pradesh,SDG 2,82.12,2021,82.12
Andhra Pradesh,SDG 2,0.16,2022,0.16
Andhra Pradesh,SDG 3,63.64,2015,63.64
Andhra Pradesh,SDG 3,5.11,2016,5.11
Andhra Pradesh,SDG 3,25.76,2017,25.76
Andhra Pradesh,SDG 3,5.95,2018,5.95
Andhra Pradesh,SDG 3,60.38,2019,60.38
Andhra Pradesh,SDG 3,68.66,2020,68.66
Andhra Pradesh,SDG 3,11.45,2021,11.45
Andhra Pradesh,SDG 3,38.38,2022,38.38
Andhra Pradesh,SDG 4,45.62,2015,45.62
Andhra Pradesh,SDG 4,36.91,2016,36.91
Andhra Pradesh,SDG 4,12.1,2017,12.1
Andhra Pradesh,SDG 4,41.89,2018,41.89
